scheme_code,scheme_name,category,fund_start_date,fund_age_years,return_3m_pct,return_1y_pct,cagr_3y_pct,cagr_5y_pct,sharpe_ratio,fund_house
153400,KOTAK NIFTY MIDCAP 150 INDEX FUND-REGULAR PLAN-IDCW PAYOUT AND REINVESTMENT,Index,28/03/25,0.76,4.69,13.59,,,,Kotak MF
152916,Kotak Nifty Midcap 150 Momentum 50 Index Fund-Direct Plan-Growth,Index,11/10/24,1.22,4.36,-4.98,,,-0.31,Kotak MF
152917,Kotak Nifty Midcap 150 Momentum 50 Index Fund-Direct Plan-IDCW option,Index,11/10/24,1.22,4.37,-4.98,,,-0.31,Kotak MF
152918,Kotak Nifty Midcap 150 Momentum 50 Index Fund-Regular Plan-Growth,Index,11/10/24,1.22,4.21,-5.59,,,-0.34,Kotak MF
152919,Kotak Nifty Midcap 150 Momentum 50 Index Fund-Regular plan-IDCW option,Index,11/10/24,1.22,4.19,-5.6,,,-0.34,Kotak MF
152767,KOTAK NIFTY MIDCAP 50 INDEX FUND-DIRECT PLAN- GROWTH,Index,21/08/24,1.36,7.02,6.43,,,-0.15,Kotak MF
152768,KOTAK NIFTY MIDCAP 50 INDEX FUND-DIRECT PLAN-IDCW PAYOUT AND REINVESTMENT,Index,21/08/24,1.36,7.01,6.43,,,-0.15,Kotak MF
152765,KOTAK NIFTY MIDCAP 50 INDEX FUND-REGULAR PLAN-GROWTH,Index,21/08/24,1.36,6.86,5.78,,,-0.18,Kotak MF
152766,KOTAK NIFTY MIDCAP 50 INDEX FUND-REGULAR PLAN-IDCW PAYOUT AND REINVESTMENT,Index,21/08/24,1.36,6.86,5.78,,,-0.18,Kotak MF
148745,Kotak Nifty Next 50 Index Fund - Direct Plan - Growth Option,Index,17/03/21,4.79,1.26,1.39,18.09,,0.63,Kotak MF
148746,Kotak Nifty Next 50 Index Fund - Direct Plan -Payout of Income Distribution cum capital withdrawal option,Index,17/03/21,4.79,1.26,1.39,18.09,,0.63,Kotak MF
148743,Kotak Nifty Next 50 Index Fund - Regular Plan - Growth Option,Index,17/03/21,4.79,1.15,0.92,17.51,,0.6,Kotak MF
148744,Kotak Nifty Next 50 Index Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option,Index,17/03/21,4.79,1.15,0.92,17.51,,0.6,Kotak MF
149855,Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Direct Plan-Growth,Index,18/02/22,3.86,1.63,7.93,7.76,,0.16,Kotak MF
149852,Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Regular Plan- Growth,Index,18/02/22,3.86,1.59,7.77,7.6,,0.08,Kotak MF
149853,Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Regular Plan-IDCW Option,Index,18/02/22,3.86,1.59,7.77,7.6,,0.08,Kotak MF
149854,Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund-Direct Plan-IDCW Option,Index,18/02/22,3.86,1.63,7.93,7.76,,0.16,Kotak MF
149865,Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Direct Plan- Growth,Index,18/02/22,3.86,1.01,6.42,7.99,,0.28,Kotak MF
149864,Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Direct Plan-IDCW Option,Index,18/02/22,3.86,1.01,6.42,7.99,,0.28,Kotak MF
149862,Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Regular Plan-Growth,Index,18/02/22,3.86,0.97,6.25,7.81,,0.23,Kotak MF
149866,Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Regular Plan-IDCW Option,Index,18/02/22,3.86,0.97,6.25,7.81,,0.23,Kotak MF
151218,Kotak Nifty SDL Jul 2026 Index Fund Direct Plan Growth,Index,28/12/22,3.01,1.43,7.35,7.41,,1.41,Kotak MF
151219,Kotak Nifty SDL Jul 2026 Index Fund Direct Plan IDCW,Index,20/06/23,2.53,1.43,7.35,,,2,Kotak MF
151216,Kotak Nifty SDL Jul 2026 Index Fund Regular Plan Growth,Index,28/12/22,3.01,1.37,7.12,7.19,,1.16,Kotak MF
151217,Kotak Nifty SDL Jul 2026 Index Fund Regular Plan IDCW,Index,28/12/22,3.01,1.37,7.12,7.19,,1.16,Kotak MF
151420,Kotak Nifty SDL Jul 2033 Index Fund Direct Plan Growth Option,Index,22/02/23,2.85,1.2,5.83,,,0.7,Kotak MF
151418,Kotak Nifty SDL Jul 2033 Index Fund Direct Plan IDCW,Index,03/05/23,2.66,1.2,5.83,,,0.38,Kotak MF
151417,Kotak Nifty SDL Jul 2033 Index Fund Regular Plan Growth Option,Index,22/02/23,2.85,1.15,5.6,,,0.61,Kotak MF
151419,Kotak Nifty SDL Jul 2033 Index Fund Regular Plan IDCW,Index,22/02/23,2.85,1.15,5.6,,,0.61,Kotak MF
150725,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Direct Plan - Growth,Index,17/10/22,3.2,1.66,8.41,7.92,,1.28,Kotak MF
150726,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Direct Plan - IDCW,Index,17/10/22,3.2,1.66,8.41,7.92,,1.28,Kotak MF
150723,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Regular Plan - Growth,Index,17/10/22,3.2,1.61,8.2,7.71,,1.13,Kotak MF
150724,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Regular Plan - IDCW,Index,17/10/22,3.2,1.61,8.2,7.71,,1.13,Kotak MF
153220,Kotak Nifty SmallCap 250 Index Fund - Direct - IDCW,Index,30/01/25,0.91,-1.19,5.93,,,,Kotak MF
153223,Kotak Nifty SmallCap 250 Index Fund- Direct - Growth,Index,30/01/25,0.91,-1.19,5.93,,,,Kotak MF
153221,Kotak Nifty SmallCap 250 Index Fund- Regular - Growth,Index,30/01/25,0.91,-1.31,5.45,,,,Kotak MF
153222,Kotak Nifty SmallCap 250 Index Fund- Regular - IDCW,Index,30/01/25,0.91,-1.31,5.45,,,,Kotak MF
151649,Kotak Nifty Smallcap 50 Index Fund - Direct Plan - Growth,Index,18/04/23,2.7,1.41,-3.81,,,0.99,Kotak MF
151650,Kotak Nifty Smallcap 50 Index Fund - Direct Plan - IDCW,Index,18/04/23,2.7,1.4,-3.81,,,0.99,Kotak MF
151647,Kotak Nifty Smallcap 50 Index Fund - Regular Plan - Growth,Index,18/04/23,2.7,1.24,-4.42,,,0.96,Kotak MF
151648,Kotak Nifty Smallcap 50 Index Fund - Regular Plan - IDCW,Index,18/04/23,2.7,1.24,-4.42,,,0.96,Kotak MF
153461,Kotak Nifty Top 10 Equal Weight Index Fund-Direct Plan-Growth,Index,02/05/25,0.66,8.31,4.72,,,,Kotak MF
153462,Kotak Nifty Top 10 Equal Weight Index Fund-Direct Plan-IDCW-Payout and Reinvestment,Index,02/05/25,0.66,8.31,4.72,,,,Kotak MF
153463,Kotak Nifty Top 10 Equal Weight Index Fund-Regular Plan-Growth,Index,02/05/25,0.66,8.12,4.24,,,,Kotak MF
153464,Kotak Nifty Top 10 Equal Weight Index Fund-Regular Plan-IDCW Payout and Reinvestment,Index,02/05/25,0.66,8.11,4.23,,,,Kotak MF
154032,Kotak Nifty500 Momentum 50 Index Fund - Direct Plan - Growth,Index,18/12/25,0.03,-0.72,-0.72,,,,Kotak MF
154029,Kotak Nifty500 Momentum 50 Index Fund - Direct Plan - IDCW - Payout & Investment,Index,18/12/25,0.03,-0.72,-0.72,,,,Kotak MF
154030,Kotak Nifty500 Momentum 50 Index Fund - Regular Plan - Growth,Index,18/12/25,0.03,-0.72,-0.72,,,,Kotak MF
154031,Kotak Nifty500 Momentum 50 Index Fund - Regular Plan - IDCW - Payout & Reinvestment,Index,18/12/25,0.03,-0.72,-0.72,,,,Kotak MF
120308,LIC MF BSE Sensex Index Fund-Direct Plan-Growth,Index,04/01/21,4.99,5.44,8.85,12.5,12.81,0.64,LIC MF
120312,LIC MF BSE Sensex Index Fund-Direct Plan-IDCW,Index,04/01/21,4.99,5.44,8.85,12.5,12.81,0.64,LIC MF
101199,LIC MF BSE Sensex Index Fund-Regular Plan-Growth,Index,04/01/21,4.99,5.35,8.26,11.78,12.08,0.59,LIC MF
101198,LIC MF BSE Sensex Index Fund-Regular Plan-IDCW,Index,04/01/21,4.99,5.35,8.26,11.78,12.08,0.59,LIC MF
120307,LIC MF Nifty 50 Index Fund-Direct Plan-Growth,Index,04/01/21,4.99,5.36,10.6,13.6,13.83,0.7,LIC MF
120309,LIC MF Nifty 50 Index Fund-Direct Plan-IDCW,Index,04/01/21,4.99,5.36,10.59,13.59,13.83,0.7,LIC MF
101201,LIC MF Nifty 50 Index Fund-Regular Plan-Growth,Index,04/01/21,4.99,5.25,9.88,12.74,12.98,0.64,LIC MF
101200,LIC MF Nifty 50 Index Fund-Regular Plan-IDCW,Index,04/01/21,4.99,5.25,9.88,12.74,12.98,0.64,LIC MF
151937,LIC MF Nifty Next 50 Index Fund-Direct Plan-Growth,Index,31/07/23,2.42,1.2,1.45,,,0.74,LIC MF
151938,LIC MF Nifty Next 50 Index Fund-Direct Plan-IDCW,Index,31/07/23,2.42,1.2,1.45,,,0.74,LIC MF
151935,LIC MF Nifty Next 50 Index Fund-Regular Plan-Growth,Index,31/07/23,2.42,1.07,0.88,,,0.7,LIC MF
151936,LIC MF Nifty Next 50 Index Fund-Regular Plan-IDCW,Index,31/07/23,2.42,1.07,0.88,,,0.7,LIC MF
150792,Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund - Direct Plan - Growth,Index,21/10/22,3.19,1.32,7.91,8.44,,0.96,Mirae Asset MF
150789,Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund - Direct Plan - IDCW,Index,21/10/22,3.19,1.32,7.9,8.43,,0.95,Mirae Asset MF
150790,Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund - Regular Plan - Growth,Index,21/10/22,3.19,1.25,7.63,8.14,,0.84,Mirae Asset MF
150791,Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund - Regular Plan - IDCW,Index,21/10/22,3.19,1.25,7.63,8.14,,0.84,Mirae Asset MF
153634,Mirae Asset CRISIL-IBX Financial Services 9-12 Months Debt Index Fund - Direct Plan - Growth,Index,26/06/25,0.51,1.42,3.1,,,,Mirae Asset MF
153635,Mirae Asset CRISIL-IBX Financial Services 9-12 Months Debt Index Fund - Direct Plan - IDCW,Index,26/06/25,0.51,1.42,3.1,,,,Mirae Asset MF
153636,Mirae Asset CRISIL-IBX Financial Services 9-12 Months Debt Index Fund - Regular Plan - Growth,Index,26/06/25,0.51,1.37,3,,,,Mirae Asset MF
153637,Mirae Asset CRISIL-IBX Financial Services 9-12 Months Debt Index Fund - Regular Plan - IDCW,Index,26/06/25,0.51,1.37,3,,,,Mirae Asset MF
152972,Mirae Asset Nifty 50 Index Fund - Direct Plan - Growth,Index,25/10/24,1.18,5.49,10.72,,,0.12,Mirae Asset MF
152973,Mirae Asset Nifty 50 Index Fund - Direct Plan - IDCW,Index,25/10/24,1.18,5.49,10.72,,,0.12,Mirae Asset MF
152974,Mirae Asset Nifty 50 Index Fund - Regular Plan - Growth,Index,25/10/24,1.18,5.33,10.03,,,0.06,Mirae Asset MF
152975,Mirae Asset Nifty 50 Index Fund - Regular Plan - IDCW,Index,25/10/24,1.18,5.33,10.03,,,0.06,Mirae Asset MF
150788,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - Growth,Index,21/10/22,3.19,1.44,7.33,7.35,,1.74,Mirae Asset MF
150787,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - IDCW,Index,21/10/22,3.19,1.44,7.33,7.35,,1.74,Mirae Asset MF
150786,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Regular Plan - Growth,Index,21/10/22,3.19,1.38,7.13,7.13,,1.41,Mirae Asset MF
150785,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Regular Plan - IDCW,Index,21/10/22,3.19,1.39,7.12,7.13,,1.42,Mirae Asset MF
152976,Mirae Asset Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth,Index,25/10/24,1.18,4.82,6.9,,,0.01,Mirae Asset MF
152977,Mirae Asset Nifty LargeMidcap 250 Index Fund - Direct Plan - IDCW,Index,25/10/24,1.18,4.82,6.91,,,0.01,Mirae Asset MF
152978,Mirae Asset Nifty LargeMidcap 250 Index Fund - Regular Plan - Growth,Index,25/10/24,1.18,4.66,6.2,,,-0.04,Mirae Asset MF
152979,Mirae Asset Nifty LargeMidcap 250 Index Fund - Regular Plan - IDCW,Index,25/10/24,1.18,4.66,6.2,,,-0.04,Mirae Asset MF
150359,Mirae Asset Nifty SDL Jun 2027 Index Fund - Direct Plan - IDCW,Index,31/03/22,3.75,1.55,7.91,7.83,,0.23,Mirae Asset MF
150360,Mirae Asset Nifty SDL Jun 2027 Index Fund - Regular Plan - Growth,Index,31/03/22,3.75,1.51,7.75,7.65,,0.15,Mirae Asset MF
150361,Mirae Asset Nifty SDL Jun 2027 Index Fund - Regular Plan - IDCW,Index,31/03/22,3.75,1.51,7.75,7.65,,0.15,Mirae Asset MF
150358,Mirae Asset Nifty SDL Jun 2027 Index Fund -Direct Plan - Growth,Index,31/03/22,3.75,1.55,7.91,7.83,,0.23,Mirae Asset MF
151691,Mirae Asset Nifty SDL June 2028 Index Fund - Direct Plan - Growth,Index,03/04/23,2.74,1.78,8.42,,,1.15,Mirae Asset MF
151692,Mirae Asset Nifty SDL June 2028 Index Fund - Direct Plan - IDCW,Index,03/04/23,2.74,1.78,8.42,,,1.15,Mirae Asset MF
151693,Mirae Asset Nifty SDL June 2028 Index Fund - Regular Plan - IDCW,Index,03/04/23,2.74,1.68,8.02,,,0.92,Mirae Asset MF
151694,Mirae Asset Nifty SDL June 2028 Index Fund -Regular Plan - Growth,Index,03/04/23,2.74,1.68,8.02,,,0.92,Mirae Asset MF
152968,Mirae Asset Nifty Total Market Index Fund - Direct Plan - Growth,Index,29/10/24,1.17,3.89,5.97,,,-0.1,Mirae Asset MF
152969,Mirae Asset Nifty Total Market Index Fund - Direct Plan - IDCW,Index,29/10/24,1.17,3.89,5.97,,,-0.1,Mirae Asset MF
152970,Mirae Asset Nifty Total Market Index Fund - Regular Plan - Growth,Index,29/10/24,1.17,3.72,5.23,,,-0.15,Mirae Asset MF
152971,Mirae Asset Nifty Total Market Index Fund - Regular Plan - IDCW,Index,29/10/24,1.17,3.72,5.23,,,-0.15,Mirae Asset MF
153596,Motilal Oswal BSE 1000 Index Fund - Direct Plan - Growth,Index,01/07/25,0.5,3.68,0.19,,,,Motilal Oswal MF
153597,Motilal Oswal BSE 1000 Index Fund - Regular Plan - Growth,Index,01/07/25,0.5,3.49,-0.18,,,,Motilal Oswal MF
150518,Motilal Oswal BSE Enhanced Value Index Fund-Direct plan,Index,26/08/22,3.35,8.05,20.22,31.96,,1.31,Motilal Oswal MF
150519,Motilal Oswal BSE Enhanced Value Index Fund-Regular plan,Index,26/08/22,3.35,7.86,19.35,31.06,,1.28,Motilal Oswal MF
150443,Motilal Oswal BSE Financials ex Bank 30 Index Fund Direct Growth,Index,04/08/22,3.41,6.06,20.7,22.18,,0.87,Motilal Oswal MF
150444,Motilal Oswal BSE Financials ex Bank 30 Index Fund Regular Growth,Index,04/08/22,3.41,5.9,19.93,21.34,,0.82,Motilal Oswal MF
149919,Motilal Oswal BSE Low Volatility Index Fund-Direct plan,Index,30/03/22,3.75,4.55,7.31,15.47,,0.73,Motilal Oswal MF
149920,Motilal Oswal BSE Low Volatility Index Fund-Regular plan,Index,30/03/22,3.75,4.37,6.54,14.72,,0.68,Motilal Oswal MF
150521,Motilal Oswal BSE Quality Index Fund-Direct plan,Index,26/08/22,3.35,4.21,5.75,18,,0.73,Motilal Oswal MF
150522,Motilal Oswal BSE Quality Index Fund-Regular plan,Index,26/08/22,3.35,4.04,5.02,17.19,,0.69,Motilal Oswal MF
149800,Motilal Oswal Nifty 200 Momentum 30 Index Fund-Direct Plan,Index,16/02/22,3.87,2.89,-6.43,16.89,,0.44,Motilal Oswal MF
149799,Motilal Oswal Nifty 200 Momentum 30 Index Fund-Regular Plan,Index,16/02/22,3.87,2.71,-7.07,16.1,,0.4,Motilal Oswal MF
147794,Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth,Index,04/01/21,4.99,5.54,10.9,13.84,14.02,0.71,Motilal Oswal MF
147795,Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth,Index,04/01/21,4.99,5.43,10.46,13.38,13.55,0.68,Motilal Oswal MF
147625,Motilal Oswal Nifty 500 Index Fund - Direct Plan,Index,04/01/21,4.99,4.21,6.85,16.03,15.9,0.8,Motilal Oswal MF
147626,Motilal Oswal Nifty 500 Index Fund - Regular Plan,Index,04/01/21,4.99,4.03,6.08,15.23,15.12,0.74,Motilal Oswal MF
152875,Motilal Oswal Nifty 500 Momentum 50 Index Fund-Direct Plan-Growth,Index,30/09/24,1.25,2.87,-9.26,,,-0.94,Motilal Oswal MF
152876,Motilal Oswal Nifty 500 Momentum 50 Index Fund-Regular Plan-Growth,Index,30/09/24,1.25,2.69,-9.89,,,-0.97,Motilal Oswal MF
147619,Motilal Oswal Nifty Bank Index - Regular Plan,Index,04/01/21,4.99,8.02,15.91,11.07,13.29,0.53,Motilal Oswal MF
147620,Motilal Oswal Nifty Bank Index Fund - Direct Plan,Index,04/01/21,4.99,8.22,16.8,11.89,14.11,0.58,Motilal Oswal MF
153138,Motilal Oswal Nifty Capital Market Index Fund - Direct Plan - Growth,Index,20/12/24,1.03,10.91,13.85,,,0.38,Motilal Oswal MF
153137,Motilal Oswal Nifty Capital Market Index Fund - Regular Plan - Growth,Index,20/12/24,1.03,10.73,13.09,,,0.36,Motilal Oswal MF
152712,Motilal Oswal Nifty India Defence Index Fund Direct Plan Growth,Index,09/07/24,1.48,-2.7,19.59,,,0.03,Motilal Oswal MF
152711,Motilal Oswal Nifty India Defence Index Fund Regular Plan Growth,Index,09/07/24,1.48,-2.85,18.75,,,0.01,Motilal Oswal MF
151814,Motilal Oswal Nifty Microcap 250 Index Fund- Direct- Growth Option,Index,11/07/23,2.47,-2.95,-11.35,,,0.61,Motilal Oswal MF
151815,Motilal Oswal Nifty Microcap 250 Index Fund- Regular- Growth Option,Index,11/07/23,2.47,-3.1,-11.9,,,0.58,Motilal Oswal MF
147622,Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan,Index,04/01/21,4.99,4.93,4.94,23.37,22.82,1.06,Motilal Oswal MF
147621,Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan,Index,04/01/21,4.99,4.73,4.16,22.47,21.9,1.01,Motilal Oswal MF
153027,Motilal Oswal Nifty MidSmall Financial Services Index Fund - Direct Plan- Growth,Index,25/11/24,1.1,13.87,28.68,,,0.95,Motilal Oswal MF
153026,Motilal Oswal Nifty MidSmall Financial Services Index Fund-Regular Plan-Growth,Index,25/11/24,1.1,13.72,28.05,,,0.92,Motilal Oswal MF
153023,Motilal Oswal Nifty MidSmall Healthcare Index Fund- Direct Plan-Growth,Index,25/11/24,1.1,0.2,-2.11,,,-0.12,Motilal Oswal MF
153022,Motilal Oswal Nifty MidSmall Healthcare Index Fund-Regular Plan-Growth,Index,25/11/24,1.1,0.07,-2.59,,,-0.15,Motilal Oswal MF
153025,Motilal Oswal Nifty MidSmall India Consumption Index Fund - Direct Plan- Growth,Index,25/11/24,1.1,-1.63,-8.88,,,-0.52,Motilal Oswal MF
153024,Motilal Oswal Nifty MidSmall India Consumption Index Fund-Regular Plan-Growth,Index,25/11/24,1.1,-1.75,-9.32,,,-0.55,Motilal Oswal MF
153029,Motilal Oswal Nifty MidSmall IT and Telecom Index Fund - Direct Plan- Growth,Index,25/11/24,1.1,10.89,-9.56,,,-0.43,Motilal Oswal MF
153028,Motilal Oswal Nifty MidSmall IT and Telecom Index Fund-Regular Plan-Growth,Index,25/11/24,1.1,10.76,-10.01,,,-0.45,Motilal Oswal MF
147796,Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth,Index,04/01/21,4.99,1.25,1.46,18.15,16.11,0.68,Motilal Oswal MF
147797,Motilal Oswal Nifty Next 50 Index Fund - Regular plan - Growth,Index,04/01/21,4.99,1.07,0.72,17.32,15.31,0.64,Motilal Oswal MF
147624,Motilal Oswal Nifty Smallcap 250 Index - Regular Plan,Index,04/01/21,4.99,-1.38,-6.79,19.66,20.82,0.8,Motilal Oswal MF
147623,Motilal Oswal Nifty Smallcap 250 Index Fund- Direct Plan,Index,04/01/21,4.99,-1.21,-6.12,20.49,21.67,0.83,Motilal Oswal MF
148381,Motilal Oswal S&P 500 Index Fund - Direct Plan Growth,Index,04/01/21,4.99,4.27,22.79,25.26,18.12,0.86,Motilal Oswal MF
148382,Motilal Oswal S&P 500 Index Fund - Regular Plan Growth,Index,04/01/21,4.99,4.14,22.13,24.58,17.46,0.82,Motilal Oswal MF
152062,NAVI BSE SENSEX INDEX FUND - DIRECT PLAN - GROWTH,Index,05/09/23,2.32,5.76,9.23,,,0.58,Unknown AMC
152061,NAVI BSE SENSEX INDEX FUND - REGULAR PLAN - GROWTH,Index,05/09/23,2.32,5.62,8.55,,,0.52,Unknown AMC
149039,Navi Nifty 50 Index Fund-Direct Plan-Growth,Index,16/07/21,4.46,5.52,10.92,13.82,,0.56,Unknown AMC
149040,Navi Nifty 50 Index Fund-Regular Plan-Growth,Index,16/07/21,4.46,5.47,10.7,13.59,,0.55,Unknown AMC
152751,NAVI NIFTY 500 MULTICAP 50-25-25 DIRECT PLAN,Others,02/08/24,1.41,3.33,3.99,,,-0.39,Unknown AMC
152750,NAVI NIFTY 500 MULTICAP 50-25-25 REGULAR PLAN,Others,02/08/24,1.41,3.17,3.28,,,-0.44,Unknown AMC
149804,Navi Nifty Bank Index Fund- Direct Plan- Growth,Index,04/02/22,3.9,8.26,16.81,11.84,,0.6,Unknown AMC
149805,Navi Nifty Bank Index Fund- Regular Plan- Growth,Index,04/02/22,3.9,8.05,15.94,11.03,,0.55,Unknown AMC
150515,Navi Nifty India Manufacturing Index Fund- Direct Plan- Growth,Index,29/08/22,3.34,2.91,11.22,22.96,,0.91,Unknown AMC
150516,Navi Nifty India Manufacturing Index Fund- Regular Plan- Growth,Index,29/08/22,3.34,2.75,10.46,21.99,,0.85,Unknown AMC
149892,Navi Nifty Midcap 150 Index Fund Direct Plan- Growth,Index,11/03/22,3.81,4.87,4.52,22.96,,0.86,Unknown AMC
149893,Navi Nifty Midcap 150 Index Fund Regular Plan- Growth,Index,11/03/22,3.81,4.68,3.73,21.93,,0.8,Unknown AMC
154026,Navi Nifty Midsmall 400 Index Fund - Regular - Growth,Index,10/12/25,0.05,1.69,1.69,,,,Unknown AMC
154027,Navi Nifty midsmallcap 400 Index Fund- Direct - Growth,Index,10/12/25,0.05,1.74,1.74,,,,Unknown AMC
149447,Navi Nifty Next 50 Index Fund- Direct Plan- Growth,Index,20/01/22,3.94,1.25,1.66,17.98,,0.51,Unknown AMC
149448,Navi Nifty Next 50 Index Fund- Regular Plan- Growth,Index,20/01/22,3.94,1.07,1.02,17.34,,0.48,Unknown AMC
153362,Navi Nifty Smallcap 250 Momentum quality index fund- Direct Plan,Index,13/03/25,0.8,-2.02,10.65,,,,Unknown AMC
153363,Navi Nifty Smallcap 250 Momentum quality index fund- Regular Plan,Index,13/03/25,0.8,-2.19,10.05,,,,Unknown AMC
152535,Navi NiftyIT Index Fund - Direct Plan- Growth,Index,28/03/24,1.76,13.52,-11.7,,,0.14,Unknown AMC
152536,Navi NiftyIT Index Fund - Regular Plan -Growth,Index,28/03/24,1.76,13.34,-12.32,,,0.1,Unknown AMC
153565,Nippon India BSE Sensex Next 30 Index -Direct Plan - IDCW Payout,Index,12/06/25,0.55,4.49,5.85,,,,Nippon India MF
153566,Nippon India BSE Sensex Next 30 Index Fund - Regular Plan-Growth Option,Index,12/06/25,0.55,4.41,5.66,,,,Nippon India MF
153568,Nippon India BSE Sensex Next 30 Index Fund -Regular Plan- IDCW Payout,Index,12/06/25,0.55,4.41,5.66,,,,Nippon India MF
153567,Nippon India BSE Sensex Next 30 Index Fund- Direct Plan- Growth Option,Index,12/06/25,0.55,4.49,5.85,,,,Nippon India MF
152992,Nippon India CRISIL - IBX AAA Financial Services - Dec 2026 Index Fund - Direct Plan - Growth Option,Index,29/10/24,1.17,1.49,8.08,,,2.3,Nippon India MF
152993,Nippon India CRISIL - IBX AAA Financial Services - Dec 2026 Index Fund - Direct Plan - IDCW Option,Index,29/10/24,1.17,1.49,8.08,,,2.3,Nippon India MF
152994,Nippon India CRISIL - IBX AAA Financial Services - Dec 2026 Index Fund - Regular Plan - Growth Option,Index,29/10/24,1.17,1.45,7.87,,,2.01,Nippon India MF
152995,Nippon India CRISIL - IBX AAA Financial Services - Dec 2026 Index Fund - Regular Plan - IDCW Option,Index,29/10/24,1.17,1.45,7.87,,,2.01,Nippon India MF
152996,Nippon India CRISIL - IBX AAA Financial Services - Jan 2028 Index Fund - Direct Plan - Growth Option,Index,29/10/24,1.17,1.5,8.58,,,2.13,Nippon India MF
152997,Nippon India CRISIL - IBX AAA Financial Services - Jan 2028 Index Fund - Direct Plan - IDCW Option,Index,29/10/24,1.17,1.5,8.58,,,2.13,Nippon India MF
152998,Nippon India CRISIL - IBX AAA Financial Services - Jan 2028 Index Fund - Regular Plan - Growth Option,Index,29/10/24,1.17,1.44,8.34,,,1.9,Nippon India MF
152999,Nippon India CRISIL - IBX AAA Financial Services - Jan 2028 Index Fund - Regular Plan - IDCW Option,Index,29/10/24,1.17,1.44,8.34,,,1.9,Nippon India MF
113295,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - ANNUAL - IDCW Option,Index,04/01/21,4.99,5.52,8.96,12.37,11.65,0.54,Nippon India MF
118786,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - DIRECT Plan - ANNUAL - IDCW Option,Index,04/01/21,4.99,5.59,9.25,12.78,12.14,0.57,Nippon India MF
118788,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - DIRECT Plan - HALF YEARLY - IDCW Option,Index,04/01/21,4.99,5.59,9.26,12.78,12.13,0.57,Nippon India MF
118790,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - DIRECT Plan - QUARTERLY - IDCW Option,Index,04/01/21,4.99,5.59,9.26,12.78,12.14,0.57,Nippon India MF
118785,Nippon India Index Fund - BSE Sensex Plan - Direct Plan Growth Plan - Bonus Option,Index,04/01/21,4.99,5.59,9.25,12.78,13.06,0.66,Nippon India MF
118791,Nippon India Index Fund - BSE Sensex Plan - Direct Plan Growth Plan - Growth Option,Index,04/01/21,4.99,5.59,9.25,12.78,13.06,0.66,Nippon India MF
113270,Nippon India Index Fund - BSE Sensex Plan - Growth Plan - Bonus Option,Index,04/01/21,4.99,5.52,8.96,12.36,12.62,0.62,Nippon India MF
113269,Nippon India Index Fund - BSE Sensex Plan - Growth Plan - Growth Option,Index,04/01/21,4.99,5.52,8.96,12.36,12.62,0.62,Nippon India MF
113294,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - HALF YEARLY - IDCW Option,Index,04/01/21,4.99,5.52,8.96,12.37,11.65,0.54,Nippon India MF
113271,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - QUARTERLY - IDCW Option,Index,04/01/21,4.99,5.52,8.96,12.37,11.65,0.54,Nippon India MF
113300,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - ANNUAL - IDCW Option,Index,04/01/21,4.99,5.43,10.54,13.38,12.42,0.58,Nippon India MF
